,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
3526,GO:0018537,{'C'},"coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity",1,14.7648,{'supercog2'},1
3527,GO:0016857,{'E'},"racemase and epimerase activity, acting on carbohydrates and derivatives",1,9.247,{'supercog2'},1
3528,GO:0006026,{'G'},aminoglycan catabolic process,1,8.2715,{'supercog2'},1
3529,GO:0030614,{'C'},"oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor",1,13.1368,{'supercog2'},1
3530,GO:0090100,{'T'},positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,1,11.4169,{'supercog1'},1
3531,GO:0046906,{'C'},tetrapyrrole binding,1,5.7684,{'supercog2'},1
3532,GO:0015101,{'U'},organic cation transmembrane transporter activity,1,11.0148,{'supercog1'},1
3533,GO:0045446,{'D'},endothelial cell differentiation,1,11.1799,{'supercog1'},1
3534,GO:0047280,{'G'},nicotinamide phosphoribosyltransferase activity,1,14.7648,{'supercog2'},1
3535,GO:0140102,{'A'},"catalytic activity, acting on a rRNA",1,6.5225,{'supercog3'},1
3536,GO:0050767,{'D'},regulation of neurogenesis,1,7.8043,{'supercog1'},1
3537,GO:0008587,{'D'},imaginal disc-derived wing margin morphogenesis,1,14.7648,{'supercog1'},1
3538,GO:0030848,{'E'},threo-3-hydroxyaspartate ammonia-lyase activity,1,17.2243,{'supercog2'},1
3539,GO:1990003,{'C'},IDP phosphatase activity,1,,{'supercog2'},1
3540,GO:0140338,{'I'},sphingomyelin transfer activity,1,16.6393,{'supercog2'},1
3541,GO:0048015,{'T'},phosphatidylinositol-mediated signaling,1,9.832,{'supercog1'},1
3542,GO:0047527,{'E'},"2,3-dihydroxybenzoate-serine ligase activity",1,16.2243,{'supercog2'},1
3543,GO:0008366,{'D'},axon ensheathment,1,10.51,{'supercog1'},1
3544,GO:1901224,{'T'},positive regulation of NIK/NF-kappaB signaling,1,11.1799,{'supercog1'},1
3545,GO:0070977,{'D'},bone maturation,1,12.4429,{'supercog1'},1
3546,GO:0005223,{'P'},intracellular cGMP-activated cation channel activity,1,13.832,{'supercog2'},1
3547,GO:1902170,{'T'},cellular response to reactive nitrogen species,1,12.5804,{'supercog1'},1
3548,GO:0036361,{'E'},"racemase activity, acting on amino acids and derivatives",1,8.4981,{'supercog2'},1
3549,GO:0050829,{'V'},defense response to Gram-negative bacterium,1,9.2187,{'supercog1'},1
3550,GO:0061178,{'U'},regulation of insulin secretion involved in cellular response to glucose stimulus,1,11.832,{'supercog1'},1
3551,GO:0009132,{'H'},nucleoside diphosphate metabolic process,1,5.8637,{'supercog2'},1
3552,GO:2000114,{'T'},regulation of establishment of cell polarity,1,12.1368,{'supercog1'},1
3553,GO:0001882,{'F'},nucleoside binding,1,5.0772,{'supercog2'},1
3554,GO:0006084,{'H'},acetyl-CoA metabolic process,1,8.5931,{'supercog2'},1
3555,GO:0048738,{'D'},cardiac muscle tissue development,1,9.9205,{'supercog1'},1
3556,GO:1901827,{'H'},zeaxanthin biosynthetic process,1,15.2243,{'supercog2'},1
3557,GO:0000326,{'U'},protein storage vacuole,1,12.9389,{'supercog1'},1
3558,GO:0030296,{'O'},protein tyrosine kinase activator activity,1,14.3174,{'supercog1'},1
3559,GO:1905818,{'D'},regulation of chromosome separation,1,10.0543,{'supercog1'},1
3560,GO:0005272,{'P'},sodium channel activity,1,11.5518,{'supercog2'},1
3561,GO:0031314,{'M'},extrinsic component of mitochondrial inner membrane,1,11.6393,{'supercog1'},1
3562,GO:0043470,{'G'},regulation of carbohydrate catabolic process,1,10.9859,{'supercog2'},1
3563,GO:0030214,{'G'},hyaluronan catabolic process,1,13.832,{'supercog2'},1
3564,GO:0000910,{'D'},cytokinesis,1,7.3054,{'supercog1'},1
3565,GO:0009251,{'G'},glucan catabolic process,1,8.9835,{'supercog2'},1
3566,GO:0050584,{'C'},linoleate 11-lipoxygenase activity,1,15.6393,{'supercog2'},1
3567,GO:0004521,{'A'},RNA endonuclease activity,1,6.567,{'supercog3'},1
3568,GO:0090422,{'U'},thiamine pyrophosphate transmembrane transporter activity,1,16.6393,{'supercog1'},1
3569,GO:0030240,{'Z'},skeletal muscle thin filament assembly,1,13.9023,{'supercog1'},1
3570,GO:0140007,{'O'},KICSTOR complex,1,15.4169,{'supercog1'},1
3571,GO:0009791,{'D'},post-embryonic development,1,7.6374,{'supercog1'},1
3572,GO:0050235,{'C'},pyridoxal 4-dehydrogenase activity,1,16.2243,{'supercog2'},1
3573,GO:0019395,{'I'},fatty acid oxidation,1,8.9505,{'supercog2'},1
3574,GO:0098982,{'W'},GABA-ergic synapse,1,12.2701,{'supercog1'},1
3575,GO:0034504,{'O'},protein localization to nucleus,1,8.6374,{'supercog1'},1
3576,GO:0009085,{'E'},lysine biosynthetic process,1,7.2913,{'supercog2'},1
3577,GO:0008544,{'D'},epidermis development,1,9.1717,{'supercog1'},1
3578,GO:0044715,{'C'},8-oxo-dGDP phosphatase activity,1,14.3174,{'supercog2'},1
3579,GO:0009948,{'D'},anterior/posterior axis specification,1,11.169,{'supercog1'},1
3580,GO:0046296,{'H'},glycolate catabolic process,1,15.0543,{'supercog2'},1
3581,GO:0001954,{'W'},positive regulation of cell-matrix adhesion,1,11.7165,{'supercog1'},1
3582,GO:0052703,{'C'},cellular modified histidine biosynthetic process,1,13.6393,{'supercog2'},1
3583,GO:0097009,{'C'},energy homeostasis,1,13.0148,{'supercog2'},1
3584,GO:0019218,{'I'},regulation of steroid metabolic process,1,9.7731,{'supercog2'},1
3585,GO:0016782,{'R'},"transferase activity, transferring sulphur-containing groups",1,6.7531,{'general function'},1
3586,GO:0042056,{'T'},chemoattractant activity,1,12.0345,{'supercog1'},1
3587,GO:0009723,{'T'},response to ethylene,1,10.3601,{'supercog1'},1
3588,GO:0035551,{'R'},protein initiator methionine removal involved in protein maturation,1,14.7648,{'general function'},1
3589,GO:0043547,{'C'},positive regulation of GTPase activity,1,8.4121,{'supercog2'},1
3590,GO:0002376,{'W'},immune system process,1,,{'supercog1'},1
3591,GO:0030278,{'T'},regulation of ossification,1,10.095,{'supercog1'},1
3592,GO:2000535,{'T'},regulation of entry of bacterium into host cell,1,13.7648,{'supercog1'},1
3593,GO:0005890,{'M'},sodium:potassium-exchanging ATPase complex,1,13.4169,{'supercog1'},1
3594,GO:0032615,{'K'},interleukin-12 production,1,11.3416,{'supercog3'},1
3595,GO:0016471,{'U'},vacuolar proton-transporting V-type ATPase complex,1,11.8667,{'supercog1'},1
3596,GO:0004806,{'I'},triglyceride lipase activity,1,10.6318,{'supercog2'},1
3597,GO:0044085,{'R'},cellular component biogenesis,1,3.4624,{'general function'},1
3598,GO:0044818,{'D'},mitotic G2/M transition checkpoint,1,11.3174,{'supercog1'},1
3599,GO:0008747,{'C'},N-acetylneuraminate lyase activity,1,12.4964,{'supercog2'},1
3600,GO:0030202,{'C'},heparin metabolic process,1,13.9763,{'supercog2'},1
3601,GO:0036038,{'O'},MKS complex,1,14.6393,{'supercog1'},1
3602,GO:0004698,{'O'},calcium-dependent protein kinase C activity,1,16.6393,{'supercog1'},1
3603,GO:1901663,{'H'},quinone biosynthetic process,1,8.0506,{'supercog2'},1
3604,GO:0042025,{'R'},host cell nucleus,1,7.9752,{'general function'},1
3605,GO:0050077,{'H'},maleylpyruvate isomerase activity,1,17.2243,{'supercog2'},1
3606,GO:0005967,{'O'},mitochondrial pyruvate dehydrogenase complex,1,13.7648,{'supercog1'},1
3607,GO:1901073,{'G'},glucosamine-containing compound biosynthetic process,1,13.7007,{'supercog2'},1
3608,GO:1990849,{'U'},vacuolar localization,1,17.2243,{'supercog1'},1
3609,GO:0008872,{'C'},glucarate dehydratase activity,1,14.2243,{'supercog2'},1
3610,GO:0015145,{'G'},monosaccharide transmembrane transporter activity,1,10.6929,{'supercog2'},1
3611,GO:0045302,{'C'},choloylglycine hydrolase activity,1,15.9023,{'supercog2'},1
3612,GO:1900180,{'O'},regulation of protein localization to nucleus,1,9.9575,{'supercog1'},1
3613,GO:0070726,{'M'},cell wall assembly,1,12.7648,{'supercog1'},1
3614,GO:0035925,{'J'},mRNA 3'-UTR AU-rich region binding,1,12.6697,{'supercog3'},1
3615,GO:0009975,{'R'},cyclase activity,1,10.1105,{'general function'},1
3616,GO:0009199,{'H'},ribonucleoside triphosphate metabolic process,1,5.9421,{'supercog2'},1
3617,GO:0035568,{'O'},N-terminal peptidyl-proline methylation,1,14.5238,{'supercog1'},1
3618,GO:0006303,{'L'},double-strand break repair via nonhomologous end joining,1,10.1002,{'supercog3'},1
3619,GO:0003433,{'D'},chondrocyte development involved in endochondral bone morphogenesis,1,13.0543,{'supercog1'},1
3620,GO:0070426,{'T'},positive regulation of nucleotide-binding oligomerization domain containing signaling pathway,1,17.2243,{'supercog1'},1
3621,GO:0042379,{'N'},chemokine receptor binding,1,10.2585,{'supercog1'},1
3622,GO:0052743,{'C'},inositol tetrakisphosphate phosphatase activity,1,15.9023,{'supercog2'},1
3623,GO:0009170,{'H'},purine deoxyribonucleoside monophosphate metabolic process,1,15.4169,{'supercog2'},1
3624,GO:0000702,{'B'},oxidized base lesion DNA N-glycosylase activity,1,9.5554,{'supercog3'},1
3625,GO:1990204,{'O'},oxidoreductase complex,1,6.9452,{'supercog1'},1
3626,GO:0033044,{'B'},regulation of chromosome organization,1,8.121,{'supercog3'},1
3627,GO:0098534,{'Z'},centriole assembly,1,11.2585,{'supercog1'},1
3628,GO:0070207,{'O'},protein homotrimerization,1,10.6851,{'supercog1'},1
3629,GO:1900225,{'O'},regulation of NLRP3 inflammasome complex assembly,1,12.9023,{'supercog1'},1
3630,GO:0016682,{'C'},"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",1,10.3601,{'supercog2'},1
3631,GO:0035312,{'B'},5'-3' DNA exonuclease activity,1,12.1582,{'supercog3'},1
3632,GO:1905393,{'D'},plant organ formation,1,11.7007,{'supercog1'},1
3633,GO:0001772,{'M'},immunological synapse,1,12.9023,{'supercog1'},1
3634,GO:0006801,{'C'},superoxide metabolic process,1,8.5536,{'supercog2'},1
3635,GO:0043852,{'C'},monomethylamine methyltransferase activity,1,16.6393,{'supercog2'},1
3636,GO:0004032,{'C'},alditol:NADP+ 1-oxidoreductase activity,1,11.1053,{'supercog2'},1
3637,GO:0016874,{'R'},ligase activity,1,4.066,{'general function'},1
3638,GO:0005634,{'Y'},nucleus,1,3.4194,{'supercog3'},1
3639,GO:0043648,{'H'},dicarboxylic acid metabolic process,1,5.5743,{'supercog2'},1
3640,GO:0051012,{'Z'},microtubule sliding,1,13.2243,{'supercog1'},1
3641,GO:0031490,{'B'},chromatin DNA binding,1,10.5949,{'supercog3'},1
3642,GO:0043303,{'U'},mast cell degranulation,1,12.095,{'supercog1'},1
3643,GO:2000322,{'T'},regulation of glucocorticoid receptor signaling pathway,1,14.9023,{'supercog1'},1
3644,GO:2001056,{'O'},positive regulation of cysteine-type endopeptidase activity,1,10.4495,{'supercog1'},1
3645,GO:0047529,{'C'},"2,3-dimethylmalate lyase activity",1,18.2243,{'supercog2'},1
3646,GO:0070507,{'Z'},regulation of microtubule cytoskeleton organization,1,9.3264,{'supercog1'},1
3647,GO:0010623,{'D'},programmed cell death involved in cell development,1,12.2243,{'supercog1'},1
3648,GO:0050804,{'T'},modulation of chemical synaptic transmission,1,8.4282,{'supercog1'},1
3649,GO:0097194,{'Z'},execution phase of apoptosis,1,10.7405,{'supercog1'},1
3650,GO:0042421,{'C'},norepinephrine biosynthetic process,1,14.1368,{'supercog2'},1
3651,GO:0000086,{'D'},G2/M transition of mitotic cell cycle,1,9.5169,{'supercog1'},1
3652,GO:0032941,{'U'},secretion by tissue,1,12.0345,{'supercog1'},1
3653,GO:0019139,{'C'},cytokinin dehydrogenase activity,1,13.3174,{'supercog2'},1
3654,GO:0051602,{'T'},response to electrical stimulus,1,12.3416,{'supercog1'},1
3655,GO:0030506,{'Z'},ankyrin binding,1,13.2701,{'supercog1'},1
3656,GO:0008674,{'C'},2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity,1,14.6393,{'supercog2'},1
3657,GO:0071333,{'G'},cellular response to glucose stimulus,1,10.1053,{'supercog2'},1
3658,GO:0030574,{'C'},collagen catabolic process,1,10.9482,{'supercog2'},1
3659,GO:0089718,{'U'},amino acid import across plasma membrane,1,12.5804,{'supercog1'},1
3660,GO:0042439,{'H'},ethanolamine-containing compound metabolic process,1,11.798,{'supercog2'},1
3661,GO:0010644,{'T'},cell communication by electrical coupling,1,13.3663,{'supercog1'},1
3662,GO:0032026,{'T'},response to magnesium ion,1,12.6096,{'supercog1'},1
3663,GO:0048315,{'D'},conidium formation,1,13.2701,{'supercog1'},1
3664,GO:0006476,{'O'},protein deacetylation,1,9.6431,{'supercog1'},1
3665,GO:0035442,{'Q'},dipeptide transmembrane transport,1,10.9669,{'supercog2'},1
3666,GO:0044255,{'I'},cellular lipid metabolic process,1,4.3672,{'supercog2'},1
3667,GO:1901798,{'T'},positive regulation of signal transduction by p53 class mediator,1,12.9763,{'supercog1'},1
3668,GO:0004955,{'I'},prostaglandin receptor activity,1,14.4169,{'supercog2'},1
3669,GO:0051966,{'T'},"regulation of synaptic transmission, glutamatergic",1,11.2935,{'supercog1'},1
3670,GO:0006304,{'B'},DNA modification,1,8.6988,{'supercog3'},1
3671,GO:0042759,{'I'},long-chain fatty acid biosynthetic process,1,11.9205,{'supercog2'},1
3672,GO:0140142,{'U'},nucleocytoplasmic carrier activity,1,10.9763,{'supercog1'},1
3673,GO:0051347,{'T'},positive regulation of transferase activity,1,7.7991,{'supercog1'},1
3674,GO:0060546,{'D'},negative regulation of necroptotic process,1,14.4169,{'supercog1'},1
3675,GO:0043102,{'C'},amino acid salvage,1,8.4761,{'supercog2'},1
3676,GO:0015802,{'E'},basic amino acid transport,1,12.6096,{'supercog2'},1
3677,GO:0015108,{'P'},chloride transmembrane transporter activity,1,10.3725,{'supercog2'},1
3678,GO:0031137,{'T'},regulation of conjugation with cellular fusion,1,11.4694,{'supercog1'},1
3679,GO:0065008,{'T'},regulation of biological quality,1,3.8788,{'supercog1'},1
3680,GO:0044419,{'T'},biological process involved in interspecies interaction between organisms,1,4.9324,{'supercog1'},1
3681,GO:0050061,{'C'},long-chain-aldehyde dehydrogenase activity,1,16.2243,{'supercog2'},1
3682,GO:1900673,{'C'},olefin metabolic process,1,11.7485,{'supercog2'},1
3683,GO:0008154,{'Z'},actin polymerization or depolymerization,1,8.5308,{'supercog1'},1
3684,GO:0032868,{'T'},response to insulin,1,9.3788,{'supercog1'},1
3685,GO:0000097,{'H'},sulfur amino acid biosynthetic process,1,6.932,{'supercog2'},1
3686,GO:0031327,{'C'},negative regulation of cellular biosynthetic process,1,5.8833,{'supercog2'},1
3687,GO:0008081,{'C'},phosphoric diester hydrolase activity,1,8.3694,{'supercog2'},1
3688,GO:0051049,{'T'},regulation of transport,1,6.1929,{'supercog1'},1
3689,GO:0006139,{'C'},nucleobase-containing compound metabolic process,1,1.7617,{'supercog2'},1
3690,GO:0050691,{'V'},regulation of defense response to virus by host,1,12.4169,{'supercog1'},1
3691,GO:0005502,{'H'},11-cis retinal binding,1,12.3914,{'supercog2'},1
3692,GO:0003096,{'P'},renal sodium ion transport,1,15.9023,{'supercog2'},1
3693,GO:0046184,{'C'},aldehyde biosynthetic process,1,8.3647,{'supercog2'},1
3694,GO:0022884,{'U'},macromolecule transmembrane transporter activity,1,9.8536,{'supercog1'},1
3695,GO:0050084,{'C'},mannitol-1-phosphatase activity,1,16.2243,{'supercog2'},1
3696,GO:0006672,{'C'},ceramide metabolic process,1,10.7086,{'supercog2'},1
3697,GO:0009620,{'T'},response to fungus,1,9.1184,{'supercog1'},1
3698,GO:0032414,{'U'},positive regulation of ion transmembrane transporter activity,1,10.51,{'supercog1'},1
3699,GO:0010738,{'T'},regulation of protein kinase A signaling,1,12.4169,{'supercog1'},1
3700,GO:0004649,{'G'},poly(ADP-ribose) glycohydrolase activity,1,13.7007,{'supercog2'},1
3701,GO:0003912,{'B'},DNA nucleotidylexotransferase activity,1,14.7648,{'supercog3'},1
3702,GO:0046394,{'H'},carboxylic acid biosynthetic process,1,3.5109,{'supercog2'},1
3703,GO:0043653,{'D'},mitochondrial fragmentation involved in apoptotic process,1,13.7007,{'supercog1'},1
3704,GO:0000719,{'L'},photoreactive repair,1,14.7648,{'supercog3'},1
3705,GO:1903008,{'R'},organelle disassembly,1,9.3325,{'general function'},1
3706,GO:0044659,{'X'},viral release from host cell by cytolysis,1,9.4137,{'supercog3'},1
3707,GO:0010941,{'R'},regulation of cell death,1,6.3435,{'general function'},1
3708,GO:0016095,{'H'},polyprenol catabolic process,1,14.4169,{'supercog2'},1
3709,GO:1902524,{'O'},positive regulation of protein K48-linked ubiquitination,1,16.6393,{'supercog1'},1
3710,GO:0015378,{'P'},sodium:chloride symporter activity,1,15.0543,{'supercog2'},1
3711,GO:0032233,{'Z'},positive regulation of actin filament bundle assembly,1,11.2701,{'supercog1'},1
3712,GO:0015099,{'P'},nickel cation transmembrane transporter activity,1,14.6393,{'supercog2'},1
3713,GO:0072599,{'O'},establishment of protein localization to endoplasmic reticulum,1,9.3977,{'supercog1'},1
3714,GO:0033137,{'O'},negative regulation of peptidyl-serine phosphorylation,1,13.832,{'supercog1'},1
3715,GO:0009793,{'D'},embryo development ending in seed dormancy,1,10.3295,{'supercog1'},1
3716,GO:0043228,{'R'},non-membrane-bounded organelle,1,3.0046,{'general function'},1
3717,GO:0031139,{'T'},positive regulation of conjugation with cellular fusion,1,11.6096,{'supercog1'},1
3718,GO:1904951,{'O'},positive regulation of establishment of protein localization,1,8.2803,{'supercog1'},1
3719,GO:0000339,{'A'},RNA cap binding,1,11.0246,{'supercog3'},1
3720,GO:0099177,{'T'},regulation of trans-synaptic signaling,1,8.4121,{'supercog1'},1
3721,GO:0051665,{'U'},membrane raft localization,1,13.1799,{'supercog1'},1
3722,GO:0004957,{'I'},prostaglandin E receptor activity,1,14.9023,{'supercog2'},1
3723,GO:0120241,{'C'},2-iminobutanoate/2-iminopropanoate deaminase,1,,{'supercog2'},1
3724,GO:0047512,{'Q'},"(S,S)-butanediol dehydrogenase activity",1,17.2243,{'supercog2'},1
3725,GO:0051865,{'O'},protein autoubiquitination,1,10.858,{'supercog1'},1
3726,GO:0043297,{'W'},apical junction assembly,1,11.3295,{'supercog1'},1
3727,GO:0016803,{'C'},ether hydrolase activity,1,11.247,{'supercog2'},1
3728,GO:0031526,{'M'},brush border membrane,1,12.1799,{'supercog1'},1
3729,GO:0033002,{'D'},muscle cell proliferation,1,9.5696,{'supercog1'},1
3730,GO:0098797,{'M'},plasma membrane protein complex,1,7.0148,{'supercog1'},1
3731,GO:0002686,{'W'},negative regulation of leukocyte migration,1,11.2818,{'supercog1'},1
3732,GO:0030865,{'Z'},cortical cytoskeleton organization,1,10.1158,{'supercog1'},1
3733,GO:0016890,{'B'},"site-specific endodeoxyribonuclease activity, specific for altered base",1,15.4169,{'supercog3'},1
3734,GO:0043168,{'R'},anion binding,1,2.0181,{'general function'},1
3735,GO:0031623,{'U'},receptor internalization,1,10.5308,{'supercog1'},1
3736,GO:0052736,{'G'},beta-glucanase activity,1,12.9763,{'supercog2'},1
3737,GO:0033067,{'Q'},macrolide metabolic process,1,13.5238,{'supercog2'},1
3738,GO:0009737,{'T'},response to abscisic acid,1,9.2527,{'supercog1'},1
3739,GO:0071715,{'C'},icosanoid transport,1,9.1663,{'supercog2'},1
3740,GO:0050083,{'C'},malyl-CoA lyase activity,1,15.2243,{'supercog2'},1
3741,GO:0031262,{'O'},Ndc80 complex,1,11.7648,{'supercog1'},1
3742,GO:0045095,{'Z'},keratin filament,1,11.6244,{'supercog1'},1
3743,GO:1990777,{'O'},lipoprotein particle,1,10.8844,{'supercog1'},1
3744,GO:0030225,{'D'},macrophage differentiation,1,12.3416,{'supercog1'},1
3745,GO:0006024,{'G'},glycosaminoglycan biosynthetic process,1,6.3359,{'supercog2'},1
3746,GO:0071472,{'T'},cellular response to salt stress,1,11.7324,{'supercog1'},1
3747,GO:0043038,{'E'},amino acid activation,1,5.324,{'supercog2'},1
3748,GO:0046390,{'G'},ribose phosphate biosynthetic process,1,4.4553,{'supercog2'},1
3749,GO:0008526,{'I'},phosphatidylinositol transfer activity,1,12.5518,{'supercog2'},1
3750,GO:0048029,{'G'},monosaccharide binding,1,8.2019,{'supercog2'},1
3751,GO:0098927,{'U'},vesicle-mediated transport between endosomal compartments,1,11.798,{'supercog1'},1
3752,GO:0009295,{'J'},nucleoid,1,8.2686,{'supercog3'},1
3753,GO:0097309,{'K'},cap1 mRNA methylation,1,14.5238,{'supercog3'},1
3754,GO:0052040,{'T'},modulation by symbiont of host programmed cell death,1,9.8934,{'supercog1'},1
3755,GO:0009994,{'D'},oocyte differentiation,1,10.5169,{'supercog1'},1
3756,GO:0005546,{'I'},"phosphatidylinositol-4,5-bisphosphate binding",1,10.5949,{'supercog2'},1
3757,GO:0031325,{'C'},positive regulation of cellular metabolic process,1,5.0624,{'supercog2'},1
3758,GO:2001137,{'U'},positive regulation of endocytic recycling,1,14.9023,{'supercog1'},1
3759,GO:0007612,{'R'},learning,1,10.8934,{'general function'},1
3760,GO:0015180,{'E'},L-alanine transmembrane transporter activity,1,,{'supercog2'},1
3761,GO:0045289,{'T'},luciferin monooxygenase activity,1,13.832,{'supercog1'},1
3762,GO:0022839,{'U'},monoatomic ion gated channel activity,1,11.9763,{'supercog1'},1
3763,GO:0033293,{'R'},monocarboxylic acid binding,1,8.7731,{'general function'},1
3764,GO:0044417,{'T'},translocation of molecules into host,1,15.0543,{'supercog1'},1
3765,GO:0033558,{'O'},protein lysine deacetylase activity,1,10.1475,{'supercog1'},1
3766,GO:0015216,{'F'},purine nucleotide transmembrane transporter activity,1,12.3416,{'supercog2'},1
3767,GO:1903054,{'W'},negative regulation of extracellular matrix organization,1,13.1368,{'supercog1'},1
3768,GO:0034660,{'A'},ncRNA metabolic process,1,3.6727,{'supercog3'},1
3769,GO:0046688,{'T'},response to copper ion,1,10.4364,{'supercog1'},1
3770,GO:0007517,{'D'},muscle organ development,1,9.0493,{'supercog1'},1
3771,GO:0010811,{'W'},positive regulation of cell-substrate adhesion,1,10.5448,{'supercog1'},1
3772,GO:0070741,{'T'},response to interleukin-6,1,11.8492,{'supercog1'},1
3773,GO:0036035,{'D'},osteoclast development,1,12.798,{'supercog1'},1
3774,GO:0046520,{'I'},sphingoid biosynthetic process,1,13.2243,{'supercog2'},1
3775,GO:0009612,{'T'},response to mechanical stimulus,1,9.8978,{'supercog1'},1
3776,GO:0015804,{'E'},neutral amino acid transport,1,12.3914,{'supercog2'},1
3777,GO:0009629,{'T'},response to gravity,1,11.832,{'supercog1'},1
3778,GO:0043457,{'C'},regulation of cellular respiration,1,11.2701,{'supercog2'},1
3779,GO:0033644,{'R'},host cell membrane,1,7.8277,{'general function'},1
3780,GO:0050545,{'C'},sulfopyruvate decarboxylase activity,1,14.4169,{'supercog2'},1
3781,GO:0046539,{'H'},histamine N-methyltransferase activity,1,14.6393,{'supercog2'},1
3782,GO:0015934,{'J'},large ribosomal subunit,1,6.3531,{'supercog3'},1
3783,GO:0031102,{'T'},neuron projection regeneration,1,11.3054,{'supercog1'},1
3784,GO:0097254,{'W'},renal tubular secretion,1,18.2243,{'supercog1'},1
3785,GO:0090596,{'D'},sensory organ morphogenesis,1,9.3024,{'supercog1'},1
3786,GO:0008117,{'C'},sphinganine-1-phosphate aldolase activity,1,14.9023,{'supercog2'},1
3787,GO:0043515,{'D'},kinetochore binding,1,13.4694,{'supercog1'},1
3788,GO:0006522,{'E'},alanine metabolic process,1,8.9763,{'supercog2'},1
3789,GO:0016509,{'C'},long-chain-3-hydroxyacyl-CoA dehydrogenase activity,1,14.9023,{'supercog2'},1
3790,GO:0002792,{'U'},negative regulation of peptide secretion,1,10.0197,{'supercog1'},1
3791,GO:1905664,{'P'},regulation of calcium ion import across plasma membrane,1,14.6393,{'supercog2'},1
3792,GO:0051093,{'D'},negative regulation of developmental process,1,7.4711,{'supercog1'},1
3793,GO:0009824,{'F'},AMP dimethylallyltransferase activity,1,13.6393,{'supercog2'},1
3794,GO:0071013,{'O'},catalytic step 2 spliceosome,1,9.6774,{'supercog1'},1
3795,GO:0008324,{'P'},monoatomic cation transmembrane transporter activity,1,5.5708,{'supercog2'},1
3796,GO:0019221,{'T'},cytokine-mediated signaling pathway,1,7.5634,{'supercog1'},1
3797,GO:0048661,{'D'},positive regulation of smooth muscle cell proliferation,1,10.9114,{'supercog1'},1
3798,GO:0016413,{'I'},O-acetyltransferase activity,1,9.689,{'supercog2'},1
3799,GO:0014706,{'D'},striated muscle tissue development,1,9.2413,{'supercog1'},1
3800,GO:0015695,{'R'},organic cation transport,1,10.6544,{'general function'},1
3801,GO:0016645,{'C'},"oxidoreductase activity, acting on the CH-NH group of donors",1,7.6225,{'supercog2'},1
3802,GO:0009120,{'H'},deoxyribonucleoside metabolic process,1,11.0246,{'supercog2'},1
3803,GO:0042278,{'H'},purine nucleoside metabolic process,1,6.9581,{'supercog2'},1
3804,GO:0018965,{'C'},s-triazine compound metabolic process,1,13.5238,{'supercog2'},1
3805,GO:0030597,{'A'},RNA glycosylase activity,1,11.0644,{'supercog3'},1
3806,GO:0061008,{'D'},hepaticobiliary system development,1,10.095,{'supercog1'},1
3807,GO:0009765,{'C'},"photosynthesis, light harvesting",1,10.9669,{'supercog2'},1
3808,GO:0106264,{'O'},protein serine kinase activity (using GTP as donor),1,,{'supercog1'},1
3809,GO:0032370,{'I'},positive regulation of lipid transport,1,11.0543,{'supercog2'},1
3810,GO:0036469,{'E'},L-tryptophan decarboxylase activity,1,17.2243,{'supercog2'},1
3811,GO:0044557,{'R'},relaxation of smooth muscle,1,12.3174,{'general function'},1
3812,GO:0005925,{'W'},focal adhesion,1,9.273,{'supercog1'},1
3813,GO:0043618,{'R'},regulation of transcription from RNA polymerase II promoter in response to stress,1,9.9907,{'general function'},1
3814,GO:0046546,{'D'},development of primary male sexual characteristics,1,10.9114,{'supercog1'},1
3815,GO:0045342,{'C'},MHC class II biosynthetic process,1,13.0148,{'supercog2'},1
3816,GO:0032279,{'W'},asymmetric synapse,1,9.7046,{'supercog1'},1
3817,GO:0071474,{'T'},cellular hyperosmotic response,1,12.0543,{'supercog1'},1
3818,GO:0010852,{'T'},cyclase inhibitor activity,1,16.6393,{'supercog1'},1
3819,GO:0016714,{'C'},"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",1,12.3416,{'supercog2'},1
3820,GO:0046031,{'F'},ADP metabolic process,1,6.2785,{'supercog2'},1
3821,GO:0052744,{'C'},phosphatidylinositol monophosphate phosphatase activity,1,12.7648,{'supercog2'},1
3822,GO:0004095,{'I'},carnitine O-palmitoyltransferase activity,1,14.9023,{'supercog2'},1
3823,GO:0004757,{'C'},sepiapterin reductase activity,1,14.4169,{'supercog2'},1
3824,GO:0010025,{'I'},wax biosynthetic process,1,14.2243,{'supercog2'},1
3825,GO:0001702,{'D'},gastrulation with mouth forming second,1,13.0543,{'supercog1'},1
3826,GO:0002790,{'U'},peptide secretion,1,7.4553,{'supercog1'},1
3827,GO:1900242,{'U'},regulation of synaptic vesicle endocytosis,1,13.5804,{'supercog1'},1
3828,GO:0071276,{'T'},cellular response to cadmium ion,1,10.8667,{'supercog1'},1
3829,GO:1901265,{'F'},nucleoside phosphate binding,1,2.0266,{'supercog2'},1
3830,GO:0097386,{'M'},glial cell projection,1,12.5804,{'supercog1'},1
