,GO term,COGs,GO term name,Number of COGs,IC,SuperCOGs,Number of SuperCOGs
2283,GO:0001763,{'D'},morphogenesis of a branching structure,1,9.9907,{'supercog1'},1
2284,GO:0050421,{'C'},nitrite reductase (NO-forming) activity,1,11.7648,{'supercog2'},1
2285,GO:0051983,{'D'},regulation of chromosome segregation,1,9.4234,{'supercog1'},1
2286,GO:0030435,{'D'},sporulation resulting in formation of a cellular spore,1,8.6041,{'supercog1'},1
2287,GO:0010333,{'Q'},terpene synthase activity,1,10.0695,{'supercog2'},1
2288,GO:0030154,{'D'},cell differentiation,1,4.9872,{'supercog1'},1
2289,GO:2000147,{'N'},positive regulation of cell motility,1,8.295,{'supercog1'},1
2290,GO:0006690,{'H'},icosanoid metabolic process,1,9.5273,{'supercog2'},1
2291,GO:0030029,{'Z'},actin filament-based process,1,7.072,{'supercog1'},1
2292,GO:1901678,{'P'},iron coordination entity transport,1,9.9435,{'supercog2'},1
2293,GO:1903170,{'P'},negative regulation of calcium ion transmembrane transport,1,11.9023,{'supercog2'},1
2294,GO:0046130,{'H'},purine ribonucleoside catabolic process,1,11.4694,{'supercog2'},1
2295,GO:0016575,{'R'},histone deacetylation,1,10.2643,{'general function'},1
2296,GO:0048666,{'D'},neuron development,1,7.1867,{'supercog1'},1
2297,GO:0016645,{'C'},"oxidoreductase activity, acting on the CH-NH group of donors",1,7.6225,{'supercog2'},1
2298,GO:0071216,{'T'},cellular response to biotic stimulus,1,8.9159,{'supercog1'},1
2299,GO:0010977,{'D'},negative regulation of neuron projection development,1,10.0295,{'supercog1'},1
2300,GO:0032550,{'F'},purine ribonucleoside binding,1,5.1353,{'supercog2'},1
2301,GO:0009208,{'H'},pyrimidine ribonucleoside triphosphate metabolic process,1,7.8298,{'supercog2'},1
2302,GO:0000724,{'L'},double-strand break repair via homologous recombination,1,8.9137,{'supercog3'},1
2303,GO:0006206,{'H'},pyrimidine nucleobase metabolic process,1,6.9669,{'supercog2'},1
2304,GO:0008066,{'E'},glutamate receptor activity,1,10.6774,{'supercog2'},1
2305,GO:0031100,{'D'},animal organ regeneration,1,10.9763,{'supercog1'},1
2306,GO:0098743,{'W'},cell aggregation,1,,{'supercog1'},1
2307,GO:0003300,{'R'},cardiac muscle hypertrophy,1,11.5518,{'general function'},1
2308,GO:0007204,{'T'},positive regulation of cytosolic calcium ion concentration,1,9.4234,{'supercog1'},1
2309,GO:0060218,{'D'},hematopoietic stem cell differentiation,1,11.6393,{'supercog1'},1
2310,GO:0030705,{'U'},cytoskeleton-dependent intracellular transport,1,9.4041,{'supercog1'},1
2311,GO:0004844,{'B'},uracil DNA N-glycosylase activity,1,10.1528,{'supercog3'},1
2312,GO:0140414,{'C'},phosphopantetheine-dependent carrier activity,1,,{'supercog2'},1
2313,GO:0048731,{'D'},system development,1,4.8166,{'supercog1'},1
2314,GO:0007127,{'Y'},meiosis I,1,9.3851,{'supercog3'},1
2315,GO:0006278,{'L'},RNA-dependent DNA biosynthetic process,1,9.7364,{'supercog3'},1
2316,GO:0043500,{'T'},muscle adaptation,1,11.095,{'supercog1'},1
2317,GO:0035295,{'D'},tube development,1,7.1381,{'supercog1'},1
2318,GO:0015485,{'C'},cholesterol binding,1,10.9669,{'supercog2'},1
2319,GO:0001664,{'T'},G protein-coupled receptor binding,1,8.9883,{'supercog1'},1
2320,GO:0030334,{'N'},regulation of cell migration,1,7.6309,{'supercog1'},1
2321,GO:0006534,{'E'},cysteine metabolic process,1,9.0594,{'supercog2'},1
2322,GO:0033037,{'G'},polysaccharide localization,1,10.4694,{'supercog2'},1
2323,GO:0030695,{'T'},GTPase regulator activity,1,8.6244,{'supercog1'},1
2324,GO:0009162,{'H'},deoxyribonucleoside monophosphate metabolic process,1,8.0148,{'supercog2'},1
2325,GO:0015947,{'C'},methane metabolic process,1,10.1002,{'supercog2'},1
2326,GO:0007605,{'T'},sensory perception of sound,1,9.9575,{'supercog1'},1
2327,GO:0019233,{'T'},sensory perception of pain,1,10.6468,{'supercog1'},1
2328,GO:0009607,{'T'},response to biotic stimulus,1,5.4625,{'supercog1'},1
2329,GO:0046928,{'U'},regulation of neurotransmitter secretion,1,10.5589,{'supercog1'},1
2330,GO:0016709,{'H'},"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",1,8.771,{'supercog2'},1
2331,GO:2000756,{'O'},regulation of peptidyl-lysine acetylation,1,11.2019,{'supercog1'},1
2332,GO:0044091,{'M'},membrane biogenesis,1,9.9114,{'supercog1'},1
2333,GO:0046416,{'E'},D-amino acid metabolic process,1,8.6487,{'supercog2'},1
2334,GO:0071339,{'Y'},MLL1 complex,1,11.9575,{'supercog3'},1
2335,GO:0000178,{'O'},exosome (RNase complex),1,10.2187,{'supercog1'},1
2336,GO:0009279,{'M'},cell outer membrane,1,8.032,{'supercog1'},1
2337,GO:0031234,{'M'},extrinsic component of cytoplasmic side of plasma membrane,1,10.0003,{'supercog1'},1
2338,GO:0050667,{'E'},homocysteine metabolic process,1,11.2935,{'supercog2'},1
2339,GO:0016882,{'R'},cyclo-ligase activity,1,9.3204,{'general function'},1
2340,GO:0006473,{'O'},protein acetylation,1,8.6114,{'supercog1'},1
2341,GO:0000479,{'J'},"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1,10.7813,{'supercog3'},1
2342,GO:0000041,{'P'},transition metal ion transport,1,7.8722,{'supercog2'},1
2343,GO:0052173,{'T'},response to defenses of other organism,1,8.7027,{'supercog1'},1
2344,GO:0003006,{'D'},developmental process involved in reproduction,1,6.5032,{'supercog1'},1
2345,GO:0099504,{'U'},synaptic vesicle cycle,1,9.9622,{'supercog1'},1
2346,GO:1990782,{'O'},protein tyrosine kinase binding,1,10.8844,{'supercog1'},1
2347,GO:0016569,{'R'},covalent chromatin modification,1,7.4828,{'general function'},1
2348,GO:0004324,{'C'},ferredoxin-NADP+ reductase activity,1,10.4964,{'supercog2'},1
2349,GO:0003724,{'A'},RNA helicase activity,1,8.1131,{'supercog3'},1
2350,GO:0046133,{'H'},pyrimidine ribonucleoside catabolic process,1,11.3295,{'supercog2'},1
2351,GO:0070160,{'W'},tight junction,1,10.4169,{'supercog1'},1
2352,GO:0043123,{'T'},positive regulation of I-kappaB kinase/NF-kappaB signaling,1,9.8363,{'supercog1'},1
2353,GO:0050922,{'N'},negative regulation of chemotaxis,1,10.9205,{'supercog1'},1
2354,GO:0048545,{'T'},response to steroid hormone,1,8.3024,{'supercog1'},1
2355,GO:0060401,{'R'},cytosolic calcium ion transport,1,9.832,{'general function'},1
2356,GO:0046686,{'T'},response to cadmium ion,1,8.9787,{'supercog1'},1
2357,GO:0033643,{'R'},host cell part,1,6.4665,{'general function'},1
2358,GO:0035601,{'O'},protein deacylation,1,9.4528,{'supercog1'},1
2359,GO:0016407,{'I'},acetyltransferase activity,1,7.1819,{'supercog2'},1
2360,GO:0019062,{'X'},virion attachment to host cell,1,8.9274,{'supercog3'},1
2361,GO:0051952,{'T'},regulation of amine transport,1,11.1909,{'supercog1'},1
2362,GO:1902652,{'H'},secondary alcohol metabolic process,1,8.4364,{'supercog2'},1
2363,GO:0050684,{'A'},regulation of mRNA processing,1,9.5696,{'supercog3'},1
2364,GO:0046436,{'E'},D-alanine metabolic process,1,10.0543,{'supercog2'},1
2365,GO:0045859,{'O'},regulation of protein kinase activity,1,7.3099,{'supercog1'},1
2366,GO:0016125,{'I'},sterol metabolic process,1,8.4009,{'supercog2'},1
2367,GO:0097506,{'B'},deaminated base DNA N-glycosylase activity,1,10.121,{'supercog3'},1
2368,GO:0046677,{'T'},response to antibiotic,1,6.8271,{'supercog1'},1
2369,GO:0042752,{'T'},regulation of circadian rhythm,1,10.1528,{'supercog1'},1
2370,GO:0007160,{'W'},cell-matrix adhesion,1,9.8536,{'supercog1'},1
2371,GO:0070663,{'D'},regulation of leukocyte proliferation,1,9.0695,{'supercog1'},1
2372,GO:1902555,{'O'},endoribonuclease complex,1,10.1421,{'supercog1'},1
2373,GO:0005814,{'Z'},centriole,1,10.121,{'supercog1'},1
2374,GO:0001653,{'T'},peptide receptor activity,1,10.0594,{'supercog1'},1
2375,GO:0051538,{'C'},"3 iron, 4 sulfur cluster binding",1,10.7648,{'supercog2'},1
2376,GO:0030880,{'O'},RNA polymerase complex,1,8.9297,{'supercog1'},1
2377,GO:0072521,{'C'},purine-containing compound metabolic process,1,4.1886,{'supercog2'},1
2378,GO:0019666,{'C'},nitrogenous compound fermentation,1,12.2019,{'supercog2'},1
2379,GO:0017144,{'R'},drug metabolic process,1,3.7394,{'general function'},1
2380,GO:0015103,{'P'},inorganic anion transmembrane transporter activity,1,8.1528,{'supercog2'},1
2381,GO:0001932,{'O'},regulation of protein phosphorylation,1,6.4744,{'supercog1'},1
2382,GO:0016627,{'C'},"oxidoreductase activity, acting on the CH-CH group of donors",1,6.9354,{'supercog2'},1
2383,GO:0042546,{'M'},cell wall biogenesis,1,6.1599,{'supercog1'},1
2384,GO:0048856,{'D'},anatomical structure development,1,3.9448,{'supercog1'},1
2385,GO:0048017,{'R'},inositol lipid-mediated signaling,1,9.7855,{'general function'},1
2386,GO:0009595,{'T'},detection of biotic stimulus,1,12.2701,{'supercog1'},1
2387,GO:0090529,{'D'},cell septum assembly,1,7.9931,{'supercog1'},1
2388,GO:0010257,{'O'},NADH dehydrogenase complex assembly,1,10.6244,{'supercog1'},1
2389,GO:0044217,{'R'},other organism part,1,,{'general function'},1
2390,GO:1901184,{'T'},regulation of ERBB signaling pathway,1,11.1368,{'supercog1'},1
2391,GO:0051286,{'R'},cell tip,1,9.7855,{'general function'},1
2392,GO:0045785,{'W'},positive regulation of cell adhesion,1,8.5986,{'supercog1'},1
2393,GO:0019627,{'H'},urea metabolic process,1,8.6755,{'supercog2'},1
2394,GO:0003938,{'C'},IMP dehydrogenase activity,1,11.8149,{'supercog2'},1
2395,GO:0009790,{'D'},embryo development,1,7.1053,{'supercog1'},1
2396,GO:0005507,{'P'},copper ion binding,1,7.8789,{'supercog2'},1
2397,GO:0031331,{'C'},positive regulation of cellular catabolic process,1,8.5204,{'supercog2'},1
2398,GO:0036402,{'C'},proteasome-activating ATPase activity,1,12.7324,{'supercog2'},1
2399,GO:0005536,{'G'},glucose binding,1,10.8234,{'supercog2'},1
2400,GO:0016101,{'I'},diterpenoid metabolic process,1,9.3024,{'supercog2'},1
2401,GO:0050840,{'W'},extracellular matrix binding,1,11.095,{'supercog1'},1
2402,GO:0005319,{'I'},lipid transporter activity,1,9.3264,{'supercog2'},1
2403,GO:0044093,{'T'},positive regulation of molecular function,1,6.1335,{'supercog1'},1
2404,GO:0005245,{'P'},voltage-gated calcium channel activity,1,12.2019,{'supercog2'},1
2405,GO:0042440,{'H'},pigment metabolic process,1,6.393,{'supercog2'},1
2406,GO:0001568,{'D'},blood vessel development,1,7.9308,{'supercog1'},1
2407,GO:0051271,{'R'},negative regulation of cellular component movement,1,9.1636,{'general function'},1
2408,GO:0008295,{'C'},spermidine biosynthetic process,1,9.7567,{'supercog2'},1
2409,GO:0017001,{'Q'},antibiotic catabolic process,1,7.2349,{'supercog2'},1
2410,GO:0006338,{'B'},chromatin remodeling,1,8.8514,{'supercog3'},1
2411,GO:0034308,{'H'},primary alcohol metabolic process,1,8.7648,{'supercog2'},1
2412,GO:0009229,{'C'},thiamine diphosphate biosynthetic process,1,7.9493,{'supercog2'},1
2413,GO:0040014,{'T'},regulation of multicellular organism growth,1,10.8934,{'supercog1'},1
2414,GO:0009636,{'T'},response to toxic substance,1,6.1683,{'supercog1'},1
2415,GO:0071384,{'T'},cellular response to corticosteroid stimulus,1,10.8149,{'supercog1'},1
2416,GO:0022412,{'D'},cellular process involved in reproduction in multicellular organism,1,8.1105,{'supercog1'},1
2417,GO:0008631,{'T'},intrinsic apoptotic signaling pathway in response to oxidative stress,1,11.5238,{'supercog1'},1
2418,GO:0032890,{'T'},regulation of organic acid transport,1,11.169,{'supercog1'},1
2419,GO:0010629,{'K'},negative regulation of gene expression,1,5.3975,{'supercog3'},1
2420,GO:0005988,{'G'},lactose metabolic process,1,11.169,{'supercog2'},1
2421,GO:0009070,{'E'},serine family amino acid biosynthetic process,1,7.2781,{'supercog2'},1
2422,GO:0007417,{'D'},central nervous system development,1,7.7587,{'supercog1'},1
2423,GO:0036297,{'L'},interstrand cross-link repair,1,11.3663,{'supercog3'},1
2424,GO:0098794,{'W'},postsynapse,1,8.4661,{'supercog1'},1
2425,GO:0015995,{'H'},chlorophyll biosynthetic process,1,9.1448,{'supercog2'},1
2426,GO:0051926,{'P'},negative regulation of calcium ion transport,1,11.4694,{'supercog2'},1
2427,GO:0046351,{'G'},disaccharide biosynthetic process,1,10.3725,{'supercog2'},1
2428,GO:0072659,{'O'},protein localization to plasma membrane,1,9.3386,{'supercog1'},1
2429,GO:0035725,{'P'},sodium ion transmembrane transport,1,10.169,{'supercog2'},1
2430,GO:0005758,{'M'},mitochondrial intermembrane space,1,8.7546,{'supercog1'},1
2431,GO:0008144,{'R'},drug binding,1,2.3784,{'general function'},1
2432,GO:0052126,{'R'},movement in host environment,1,8.51,{'general function'},1
2433,GO:0008625,{'T'},extrinsic apoptotic signaling pathway via death domain receptors,1,11.1368,{'supercog1'},1
2434,GO:0140104,{'R'},molecular carrier activity,1,,{'general function'},1
2435,GO:0002183,{'J'},cytoplasmic translational initiation,1,9.3946,{'supercog3'},1
2436,GO:0016854,{'R'},racemase and epimerase activity,1,7.5501,{'general function'},1
2437,GO:0032872,{'T'},regulation of stress-activated MAPK cascade,1,9.5483,{'supercog1'},1
2438,GO:0016363,{'Y'},nuclear matrix,1,10.7896,{'supercog3'},1
2439,GO:0042626,{'C'},ATPase-coupled transmembrane transporter activity,1,6.8191,{'supercog2'},1
2440,GO:0046903,{'U'},secretion,1,6.1342,{'supercog1'},1
2441,GO:0006535,{'E'},cysteine biosynthetic process from serine,1,10.6851,{'supercog2'},1
2442,GO:0022832,{'U'},voltage-gated channel activity,1,9.3325,{'supercog1'},1
2443,GO:0032870,{'T'},cellular response to hormone stimulus,1,7.06,{'supercog1'},1
2444,GO:0006436,{'J'},tryptophanyl-tRNA aminoacylation,1,10.8844,{'supercog3'},1
2445,GO:0030261,{'B'},chromosome condensation,1,9.6133,{'supercog3'},1
2446,GO:0035239,{'D'},tube morphogenesis,1,7.5152,{'supercog1'},1
2447,GO:0000103,{'C'},sulfate assimilation,1,9.0444,{'supercog2'},1
2448,GO:1904019,{'D'},epithelial cell apoptotic process,1,10.6851,{'supercog1'},1
2449,GO:0010822,{'T'},positive regulation of mitochondrion organization,1,10.6774,{'supercog1'},1
2450,GO:0035150,{'T'},regulation of tube size,1,9.9343,{'supercog1'},1
2451,GO:0032602,{'K'},chemokine production,1,10.662,{'supercog3'},1
2452,GO:0032413,{'U'},negative regulation of ion transmembrane transporter activity,1,11.1262,{'supercog1'},1
2453,GO:0071456,{'T'},cellular response to hypoxia,1,9.6133,{'supercog1'},1
2454,GO:0019674,{'H'},NAD metabolic process,1,9.1002,{'supercog2'},1
2455,GO:0043933,{'O'},protein-containing complex subunit organization,1,4.7715,{'supercog1'},1
2456,GO:0034249,{'C'},negative regulation of cellular amide metabolic process,1,8.6133,{'supercog2'},1
2457,GO:0055076,{'R'},transition metal ion homeostasis,1,7.9505,{'general function'},1
2458,GO:0007041,{'U'},lysosomal transport,1,10.7813,{'supercog1'},1
2459,GO:0043588,{'D'},skin development,1,9.7086,{'supercog1'},1
2460,GO:0048188,{'Y'},Set1C/COMPASS complex,1,12.1368,{'supercog3'},1
2461,GO:0001764,{'N'},neuron migration,1,10.6774,{'supercog1'},1
2462,GO:1902222,{'E'},erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,1,10.2759,{'supercog2'},1
2463,GO:0008277,{'T'},regulation of G protein-coupled receptor signaling pathway,1,10.0898,{'supercog1'},1
2464,GO:0016615,{'C'},malate dehydrogenase activity,1,9.2818,{'supercog2'},1
2465,GO:0004843,{'O'},thiol-dependent ubiquitin-specific protease activity,1,10.0745,{'supercog1'},1
2466,GO:0000155,{'T'},phosphorelay sensor kinase activity,1,9.4041,{'supercog1'},1
2467,GO:0010393,{'G'},galacturonan metabolic process,1,9.798,{'supercog2'},1
2468,GO:0097718,{'O'},disordered domain specific binding,1,11.6096,{'supercog1'},1
2469,GO:0051020,{'R'},GTPase binding,1,7.6978,{'general function'},1
2470,GO:0030546,{'T'},signaling receptor activator activity,1,7.4153,{'supercog1'},1
2471,GO:0003015,{'R'},heart process,1,9.5483,{'general function'},1
2472,GO:0035264,{'D'},multicellular organism growth,1,10.3539,{'supercog1'},1
2473,GO:0008284,{'D'},positive regulation of cell population proliferation,1,7.5352,{'supercog1'},1
2474,GO:0051223,{'O'},regulation of protein transport,1,7.644,{'supercog1'},1
2475,GO:0048513,{'D'},animal organ development,1,5.5057,{'supercog1'},1
2476,GO:0032368,{'I'},regulation of lipid transport,1,10.3416,{'supercog2'},1
2477,GO:2001235,{'T'},positive regulation of apoptotic signaling pathway,1,9.9859,{'supercog1'},1
2478,GO:0014706,{'D'},striated muscle tissue development,1,9.2413,{'supercog1'},1
2479,GO:0090066,{'T'},regulation of anatomical structure size,1,7.8117,{'supercog1'},1
2480,GO:0005811,{'I'},lipid droplet,1,9.9297,{'supercog2'},1
2481,GO:0009098,{'E'},leucine biosynthetic process,1,8.0695,{'supercog2'},1
2482,GO:0015975,{'C'},energy derivation by oxidation of reduced inorganic compounds,1,10.1315,{'supercog2'},1
2483,GO:0016239,{'O'},positive regulation of macroautophagy,1,10.7324,{'supercog1'},1
2484,GO:0004190,{'O'},aspartic-type endopeptidase activity,1,8.4896,{'supercog1'},1
2485,GO:0019878,{'E'},lysine biosynthetic process via aminoadipic acid,1,10.9955,{'supercog2'},1
2486,GO:0106118,{'I'},regulation of sterol biosynthetic process,1,10.6544,{'supercog2'},1
2487,GO:0061025,{'M'},membrane fusion,1,8.169,{'supercog1'},1
2488,GO:0048002,{'W'},antigen processing and presentation of peptide antigen,1,9.6851,{'supercog1'},1
2489,GO:0048675,{'Z'},axon extension,1,10.4761,{'supercog1'},1
2490,GO:0016879,{'R'},"ligase activity, forming carbon-nitrogen bonds",1,5.2511,{'general function'},1
2491,GO:0030301,{'I'},cholesterol transport,1,10.4694,{'supercog2'},1
2492,GO:0072329,{'H'},monocarboxylic acid catabolic process,1,7.6234,{'supercog2'},1
2493,GO:0000902,{'D'},cell morphogenesis,1,5.644,{'supercog1'},1
2494,GO:0002009,{'D'},morphogenesis of an epithelium,1,8.0911,{'supercog1'},1
2495,GO:0034311,{'H'},diol metabolic process,1,9.7526,{'supercog2'},1
2496,GO:0033043,{'T'},regulation of organelle organization,1,6.3843,{'supercog1'},1
2497,GO:0005656,{'Y'},nuclear pre-replicative complex,1,12.5518,{'supercog3'},1
2498,GO:0043204,{'R'},perikaryon,1,10.1964,{'general function'},1
2499,GO:0005886,{'M'},plasma membrane,1,3.4526,{'supercog1'},1
2500,GO:0007548,{'D'},sex differentiation,1,8.9763,{'supercog1'},1
2501,GO:0051100,{'T'},negative regulation of binding,1,9.858,{'supercog1'},1
2502,GO:0071428,{'R'},rRNA-containing ribonucleoprotein complex export from nucleus,1,10.6697,{'general function'},1
2503,GO:2001233,{'T'},regulation of apoptotic signaling pathway,1,8.7046,{'supercog1'},1
2504,GO:0044784,{'D'},metaphase/anaphase transition of cell cycle,1,10.0898,{'supercog1'},1
2505,GO:0000725,{'L'},recombinational repair,1,8.7959,{'supercog3'},1
2506,GO:0032008,{'T'},positive regulation of TOR signaling,1,11.0745,{'supercog1'},1
2507,GO:0036002,{'A'},pre-mRNA binding,1,11.169,{'supercog3'},1
2508,GO:0099643,{'W'},signal release from synapse,1,9.8234,{'supercog1'},1
2509,GO:0009405,{'R'},pathogenesis,1,6.2352,{'general function'},1
2510,GO:0050524,{'H'},coenzyme-B sulfoethylthiotransferase activity,1,12.3914,{'supercog2'},1
2511,GO:0031398,{'O'},positive regulation of protein ubiquitination,1,10.4364,{'supercog1'},1
2512,GO:0030655,{'Q'},beta-lactam antibiotic catabolic process,1,10.4828,{'supercog2'},1
2513,GO:2000403,{'W'},positive regulation of lymphocyte migration,1,11.5378,{'supercog1'},1
2514,GO:0009395,{'I'},phospholipid catabolic process,1,10.7896,{'supercog2'},1
2515,GO:0031639,{'O'},plasminogen activation,1,11.1368,{'supercog1'},1
2516,GO:0080171,{'U'},lytic vacuole organization,1,11.2356,{'supercog1'},1
2517,GO:1903050,{'O'},regulation of proteolysis involved in cellular protein catabolic process,1,9.4694,{'supercog1'},1
2518,GO:0046131,{'H'},pyrimidine ribonucleoside metabolic process,1,11.0847,{'supercog2'},1
2519,GO:0003988,{'I'},acetyl-CoA C-acyltransferase activity,1,10.7813,{'supercog2'},1
2520,GO:0005231,{'T'},excitatory extracellular ligand-gated ion channel activity,1,12.0345,{'supercog1'},1
2521,GO:0010332,{'T'},response to gamma radiation,1,11.2243,{'supercog1'},1
2522,GO:0006626,{'O'},protein targeting to mitochondrion,1,9.4828,{'supercog1'},1
2523,GO:0004386,{'F'},helicase activity,1,6.675,{'supercog2'},1
2524,GO:0072331,{'T'},signal transduction by p53 class mediator,1,9.5877,{'supercog1'},1
2525,GO:0006793,{'C'},phosphorus metabolic process,1,2.5127,{'supercog2'},1
2526,GO:0010468,{'K'},regulation of gene expression,1,3.7621,{'supercog3'},1
2527,GO:0060562,{'D'},epithelial tube morphogenesis,1,8.9551,{'supercog1'},1
2528,GO:0061337,{'T'},cardiac conduction,1,11.3539,{'supercog1'},1
2529,GO:0043687,{'O'},post-translational protein modification,1,9.5413,{'supercog1'},1
2530,GO:0016705,{'C'},"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",1,6.8101,{'supercog2'},1
2531,GO:0009812,{'C'},flavonoid metabolic process,1,9.7855,{'supercog2'},1
2532,GO:0001501,{'D'},skeletal system development,1,8.7772,{'supercog1'},1
2533,GO:2001020,{'R'},regulation of response to DNA damage stimulus,1,8.8514,{'general function'},1
2534,GO:0009813,{'C'},flavonoid biosynthetic process,1,10.0148,{'supercog2'},1
2535,GO:0043178,{'C'},alcohol binding,1,9.2614,{'supercog2'},1
2536,GO:0004629,{'I'},phospholipase C activity,1,11.5518,{'supercog2'},1
2537,GO:0009988,{'T'},cell-cell recognition,1,11.213,{'supercog1'},1
2538,GO:0021761,{'D'},limbic system development,1,11.2356,{'supercog1'},1
2539,GO:0001654,{'D'},eye development,1,8.832,{'supercog1'},1
2540,GO:0060147,{'K'},regulation of posttranscriptional gene silencing,1,10.832,{'supercog3'},1
2541,GO:0004033,{'C'},aldo-keto reductase (NADP) activity,1,10.4495,{'supercog2'},1
2542,GO:0055082,{'R'},cellular chemical homeostasis,1,6.9859,{'general function'},1
2543,GO:0044038,{'M'},cell wall macromolecule biosynthetic process,1,6.265,{'supercog1'},1
2544,GO:0004322,{'C'},ferroxidase activity,1,10.2759,{'supercog2'},1
2545,GO:0007272,{'D'},ensheathment of neurons,1,10.5032,{'supercog1'},1
2546,GO:1903320,{'O'},regulation of protein modification by small protein conjugation or removal,1,8.9979,{'supercog1'},1
2547,GO:0008236,{'O'},serine-type peptidase activity,1,6.469,{'supercog1'},1
2548,GO:0004568,{'G'},chitinase activity,1,10.6022,{'supercog2'},1
2549,GO:0009582,{'T'},detection of abiotic stimulus,1,9.1854,{'supercog1'},1
2550,GO:0030641,{'T'},regulation of cellular pH,1,9.858,{'supercog1'},1
2551,GO:0031469,{'R'},polyhedral organelle,1,14.0543,{'general function'},1
2552,GO:0016289,{'H'},CoA hydrolase activity,1,10.5589,{'supercog2'},1
2553,GO:0007187,{'T'},"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",1,9.4169,{'supercog1'},1
2554,GO:0010499,{'O'},proteasomal ubiquitin-independent protein catabolic process,1,10.6393,{'supercog1'},1
2555,GO:0043596,{'B'},nuclear replication fork,1,10.1475,{'supercog3'},1
2556,GO:1903792,{'P'},negative regulation of anion transport,1,12.2701,{'supercog2'},1
2557,GO:1990830,{'T'},cellular response to leukemia inhibitory factor,1,11.1262,{'supercog1'},1
2558,GO:0030288,{'M'},outer membrane-bounded periplasmic space,1,8.3694,{'supercog1'},1
2559,GO:0045860,{'O'},positive regulation of protein kinase activity,1,8.0493,{'supercog1'},1
2560,GO:0016050,{'U'},vesicle organization,1,8.5554,{'supercog1'},1
2561,GO:0070201,{'O'},regulation of establishment of protein localization,1,7.5867,{'supercog1'},1
2562,GO:0031011,{'B'},Ino80 complex,1,11.2585,{'supercog3'},1
2563,GO:0035794,{'M'},positive regulation of mitochondrial membrane permeability,1,11.8492,{'supercog1'},1
2564,GO:0071158,{'R'},positive regulation of cell cycle arrest,1,11.7648,{'general function'},1
2565,GO:0016790,{'H'},thiolester hydrolase activity,1,9.0594,{'supercog2'},1
2566,GO:0009163,{'H'},nucleoside biosynthetic process,1,6.6295,{'supercog2'},1
2567,GO:0048678,{'T'},response to axon injury,1,10.2759,{'supercog1'},1
2568,GO:0060284,{'D'},regulation of cell development,1,7.4761,{'supercog1'},1
2569,GO:0005840,{'J'},ribosome,1,3.7608,{'supercog3'},1
2570,GO:1901701,{'T'},cellular response to oxygen-containing compound,1,6.2701,{'supercog1'},1
2571,GO:0031410,{'U'},cytoplasmic vesicle,1,5.6721,{'supercog1'},1
2572,GO:0003952,{'R'},NAD+ synthase (glutamine-hydrolyzing) activity,1,10.7485,{'general function'},1
2573,GO:0031122,{'Z'},cytoplasmic microtubule organization,1,10.9023,{'supercog1'},1
2574,GO:0110148,{'R'},biomineralization,1,,{'general function'},1
2575,GO:0016884,{'R'},"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",1,6.9575,{'general function'},1
2576,GO:0005179,{'T'},hormone activity,1,9.4266,{'supercog1'},1
2577,GO:0061731,{'C'},ribonucleoside-diphosphate reductase activity,1,10.8667,{'supercog2'},1
2578,GO:0098776,{'O'},protein transport across the cell outer membrane,1,11.4299,{'supercog1'},1
2579,GO:0062012,{'H'},regulation of small molecule metabolic process,1,7.94,{'supercog2'},1
2580,GO:0030554,{'F'},adenyl nucleotide binding,1,2.5368,{'supercog2'},1
2581,GO:0019867,{'M'},outer membrane,1,7.1758,{'supercog1'},1
2582,GO:0006707,{'H'},cholesterol catabolic process,1,12.1582,{'supercog2'},1
2583,GO:0097346,{'C'},INO80-type complex,1,10.7244,{'supercog2'},1
2584,GO:0005669,{'Y'},transcription factor TFIID complex,1,11.0543,{'supercog3'},1
2585,GO:0032944,{'D'},regulation of mononuclear cell proliferation,1,9.1826,{'supercog1'},1
2586,GO:0051046,{'U'},regulation of secretion,1,7.4896,{'supercog1'},1
2587,GO:0009445,{'C'},putrescine metabolic process,1,10.6169,{'supercog2'},1
2588,GO:0005217,{'U'},intracellular ligand-gated ion channel activity,1,11.798,{'supercog1'},1
2589,GO:0046753,{'X'},non-lytic viral release,1,10.9482,{'supercog3'},1
2590,GO:0010876,{'I'},lipid localization,1,7.3593,{'supercog2'},1
2591,GO:0006470,{'O'},protein dephosphorylation,1,7.2898,{'supercog1'},1
2592,GO:0007601,{'T'},visual perception,1,9.2328,{'supercog1'},1
2593,GO:0070918,{'A'},production of small RNA involved in gene silencing by RNA,1,10.8149,{'supercog3'},1
2594,GO:0008134,{'K'},transcription factor binding,1,7.605,{'supercog3'},1
2595,GO:0015977,{'C'},carbon fixation,1,8.8645,{'supercog2'},1
2596,GO:0003730,{'J'},mRNA 3'-UTR binding,1,10.3234,{'supercog3'},1
2597,GO:0015085,{'P'},calcium ion transmembrane transporter activity,1,9.8667,{'supercog2'},1
